Date,Symbol,Open,High,Low,Close,Volume,Market_Cap,Sector,Profit_Margin
2023-02-20,AMZN,134.13986723145754,154.20805740187183,406.0818889142178,488.4603629473143,874751,1.8222268339896972,Energy,19.147215127543973
2023-02-21,AMZN,498.7497007383789,184.9755483932746,194.1455463886086,324.87552442581006,463154,1.8894255537166715,Retail,20.38881557982948
2023-02-22,AMZN,300.87800413249704,464.2045845847542,317.8092413892395,385.90131057757833,132769,2.15308997990228,Finance,5.988937664065329
2023-02-23,TSLA,338.1540069280175,366.55337912535845,236.6384923023249,127.38018102640672,469673,2.966681536828453,Tech,15.075968947678305
2023-02-24,GOOGL,126.830590955371,220.79224964185985,354.3692741146111,267.0667983267979,880721,1.483202552871526,Tech,21.22884912077182
2023-02-25,AAPL,399.98418815967113,435.45851028229,189.9575705929352,146.54339406579834,124700,2.3625642210648676,Retail,22.45176366008504
2023-02-26,AMZN,183.9622372382343,453.8548485271916,170.6792135652562,345.11833421460415,871152,2.4319693870834485,Energy,20.953497562906733
2023-02-27,MSFT,459.2217157762855,447.8383071695626,457.70443923679767,475.39286328566186,835716,2.214648833586132,Finance,13.014080609023114
2023-02-28,AMZN,182.05585619280288,477.1652461240196,135.21245476506706,364.7110929886554,331237,1.1771566792732882,Tech,7.338003089947738
2023-03-01,MSFT,176.27508826546662,207.15761317021145,294.853373555298,130.7212193257686,891701,2.353744551655153,Finance,15.677811160483353
2023-03-02,MSFT,114.61986713923795,410.7919811422427,182.23684927038852,241.86648199403314,406024,1.128189422072351,Retail,8.218860934201388
2023-03-03,AMZN,288.8267780439997,291.5184963960267,110.37733551363864,320.2653517763406,214003,2.192285299099794,Retail,28.690591463016677
2023-03-04,TSLA,325.9364533050466,446.0094139204749,109.22743322511343,261.2831024533009,239392,2.4791623544434853,Tech,16.879271650565705
2023-03-05,MSFT,126.28345577134095,400.03872425045336,164.21259998180182,433.45760419006893,149589,1.4219397812399008,Retail,12.931479358921688
2023-03-06,MSFT,410.2110466780042,419.46121583238846,437.3742900298701,425.86840188399566,350606,2.683244015085548,Energy,24.157601777972502
2023-03-07,AMZN,281.315533899211,370.745544260834,206.57910387092554,344.7324080412886,831636,1.0607076110660085,Retail,17.448714814556595
2023-03-08,MSFT,309.756107731032,176.8586516352313,470.4313723772418,249.3831780530821,660185,2.687625727316612,Retail,12.750850600311251
2023-03-09,MSFT,276.3050987752913,325.73590215326,324.74080573073144,202.13454950529766,289637,1.9206581012855302,Retail,25.299193559770043
2023-03-10,AMZN,260.3052243501304,503.7912445074258,267.4626049586626,142.34972728525173,786290,1.435175879863289,Finance,26.67880377502805
2023-03-11,AMZN,323.85613252328716,484.6421669313332,324.13508969443455,241.9590733946216,812593,1.267556289987936,Finance,21.825204157216923
2023-03-12,AAPL,162.09609837228498,122.48536299778972,299.0958621643758,265.2690068830878,313893,2.906614335164745,Tech,6.174110560191682
2023-03-13,TSLA,172.77125219810844,171.75000037042201,394.7166202341434,370.3291700416294,900812,1.1453311751623134,Tech,19.1580720041633
2023-03-14,TSLA,444.7142484054069,158.35015324909756,206.58594605927664,363.26392971902936,832256,1.3981868398718513,Tech,24.082372799932042
2023-03-15,MSFT,478.4461848534531,399.02186354404466,234.45490468211943,128.04325585650278,170934,1.695644694866092,Retail,8.412575302089554
2023-03-16,TSLA,249.32372651190119,436.20305859206275,448.16724950063406,258.1037261724631,680118,2.240469697922241,Finance,10.716768784615084
2023-03-17,MSFT,208.2978692574215,191.47210335582213,468.8503226944102,172.71154688694477,367673,2.0896021705521965,Energy,27.062377626703412
2023-03-18,AAPL,357.59981729560633,309.8703406454907,447.5604998571574,162.72508212672227,876652,1.251286984824628,Retail,5.503043046326851
2023-03-19,AMZN,263.49366843923855,445.484726344536,260.6819576131389,430.92085989489834,456742,1.5794559674764292,Retail,23.8181784456494
2023-03-20,AMZN,110.15454226413794,401.7846256303315,403.2443736877183,116.76608668650302,857582,1.4775035421720482,Retail,16.844332312860573
2023-03-21,AMZN,162.46103894647615,324.60606822419857,283.15261465393405,267.6731503608485,182987,1.4270857089806828,Energy,16.16930397099017
2023-03-22,TSLA,386.388891538959,344.090814635803,291.52824159771035,167.2814623066073,673466,1.822288672959974,Tech,5.177413312372179
2023-03-23,AAPL,363.56957676406057,310.8860215010934,175.84864307762717,451.7320862713896,238009,2.408062905183314,Energy,25.48495577416232
2023-03-24,TSLA,110.83839700139339,225.50712278412232,328.496469787114,322.8162053100141,484096,1.4349058644344719,Tech,13.995622515914162
2023-03-25,TSLA,188.7888647731798,333.8339071079015,168.52367961257244,192.5522545507392,664174,1.7333577594059628,Energy,18.519140782513574
2023-03-26,AAPL,192.42991863522855,383.9985473302867,225.96805613154154,300.9709148665506,673987,1.7818348536823245,Finance,21.932517158391487
2023-03-27,AAPL,368.75709743949136,458.6957809236271,432.7369296398744,392.59454388124635,700684,2.9529130588708203,Retail,22.565739410947895
2023-03-28,AAPL,107.88421510174567,362.69799836159547,176.7949446382878,483.2472035677735,714966,2.909332713758138,Retail,28.899501470651806
2023-03-29,AAPL,141.64343279382953,413.25422250247897,123.10752264350596,188.1784016981676,649567,2.6002751655041516,Retail,18.283498830915228
2023-03-30,AMZN,419.96643414927576,169.82901215660206,122.25799908206244,454.47270885173805,531322,1.4833178416383703,Tech,14.99298877436069
2023-03-31,GOOGL,171.41786482173345,291.9307771400149,466.6098855987276,473.7216456669961,210776,1.1360746281833394,Energy,28.842590662292697
2023-04-01,GOOGL,361.0984431407499,108.77930602997279,295.23357299492466,466.5682178128265,725732,1.6338082754412495,Finance,21.052755875638027
2023-04-02,AAPL,195.2731124186906,204.90494013125732,256.7177683677222,354.165742744764,468444,1.5335890988676617,Energy,12.45375890691389
2023-04-03,GOOGL,139.77655710373807,399.21699462076697,415.2970394981278,351.92826177388304,213793,2.011851600292788,Retail,8.16160613508928
2023-04-04,GOOGL,197.26887639978162,506.6830302964922,425.1512415246538,261.2842532735291,478422,2.5554558201355864,Finance,26.063862536629532
2023-04-05,AAPL,388.9067727422637,145.16713033282244,226.2154580806638,400.95915292151517,310809,2.716645877757716,Finance,14.05454006985379
2023-04-06,GOOGL,442.2785872425143,267.6051979238217,368.9791327021491,312.51760734037276,271616,2.689728170821017,Retail,21.51174303411078
2023-04-07,TSLA,432.0879458267966,429.0287423231596,399.5935122614952,370.9752284913178,465391,1.7193511224461355,Energy,16.770410484147455
2023-04-08,MSFT,258.87341184738193,187.63443202470404,353.58702131205206,271.38316153951814,342262,2.374468686921366,Retail,9.973244494875958
2023-04-09,MSFT,367.2340546282585,329.8094044674259,154.88005454603925,392.59858561725565,633285,1.62566839504844,Energy,20.042165215511627
2023-04-10,AAPL,181.9937181663284,401.8938748920183,440.97381798923755,429.7886070418196,206102,1.1218110864703654,Finance,6.517076723767058
2023-04-11,AMZN,217.2590921044053,354.4741073553725,307.94234833072346,158.57450264112646,972143,2.4031305312058846,Finance,15.333561496779806
2023-04-12,AAPL,458.5343274084479,181.15001751924353,206.57660841615146,433.1718862296912,478189,1.0196551051395757,Retail,18.665373491591776
2023-04-13,AMZN,105.20076940429442,248.93075031772446,262.96513324788907,316.1186127161229,665148,1.8183651749169771,Finance,15.901174352964476
2023-04-14,MSFT,134.2034123417872,422.4356727165859,109.84058070756842,437.8663636360897,365369,1.6587585386041515,Tech,23.71680438127477
2023-04-15,AAPL,183.1545020584109,329.46173822346674,145.50738648285494,272.52068253640584,734402,2.386755077037705,Finance,25.698123863632812
2023-04-16,TSLA,110.61288154952788,107.11799348487966,397.39096645376503,251.61619415321402,737506,2.532490945520758,Tech,24.28107685082945
2023-04-17,GOOGL,172.57417403591893,413.201257811378,95.00459572836962,466.02429300688897,622070,1.6081892719425677,Finance,5.970323695295053
2023-04-18,AMZN,333.2166243878769,119.30109875079683,259.5435022505054,200.46770701936052,987196,2.623254028889707,Retail,9.853219261149306
2023-04-19,GOOGL,268.5698202369992,407.022182006149,301.3915215288074,437.68493011445725,207041,1.5878335210098675,Retail,18.415187731594358
2023-04-20,GOOGL,457.0686844307899,187.00462686692117,116.58059590038405,293.6082290037616,474368,1.8926527199731225,Tech,28.37055101109503
2023-04-21,AAPL,426.9774246953764,493.01975944834896,479.3658743740715,305.6381770205039,425800,2.4540370540282677,Retail,25.873919376302922
2023-04-22,GOOGL,236.7269406791504,254.01600427734422,184.31950584362042,223.38731259579362,545096,2.385840458449577,Finance,26.06336270879504
2023-04-23,TSLA,203.769373372517,237.40730461692203,215.15849425633093,329.21688024760624,816438,2.9747369446244,Finance,12.580204843991872
2023-04-24,GOOGL,251.87696326690676,165.2996603846401,215.05729234073578,230.08447851048453,581862,1.4503220484318637,Retail,15.736197426967564
2023-04-25,AAPL,336.1179770059231,228.76970727353702,186.0145815363532,115.70776569666093,176290,2.324635827079165,Finance,16.767648682898436
2023-04-26,TSLA,207.22545632915052,460.0435585404212,95.582159724093,208.7994421377424,156633,2.219363816551555,Energy,8.934289583747761
2023-04-27,MSFT,349.65956313965364,508.51540673903514,383.0911936647586,102.55161736263628,913087,2.83019690898006,Energy,5.776703256111408
2023-04-28,GOOGL,263.7646608764962,254.16535985527358,476.9039724207177,491.34191482274264,221118,1.31272428328975,Finance,28.672572486512923
2023-04-29,AAPL,320.8188723407921,286.68730553658975,183.5959258975928,486.298883927899,798961,2.5035963271738657,Retail,11.017814641587668
2023-04-30,MSFT,274.45061165412665,397.4387299721085,356.90364076235187,258.062118988922,103114,2.1365372325375365,Tech,10.998722593090783
2023-05-01,MSFT,217.7863038167671,463.9092910883552,388.04904914869246,391.3483417358584,912934,1.5493317395758108,Retail,7.084476344218988
2023-05-02,AMZN,479.3813227848627,345.18295534564754,430.12802474075727,238.32243936416998,149768,1.9488698282943482,Tech,28.212693798594465
2023-05-03,TSLA,405.4423176639043,263.5679077620209,261.9385328203756,368.4372628343904,410272,1.6675531941395956,Retail,19.493427873494298
2023-05-04,GOOGL,156.04527030658102,272.11184554369265,214.65770772796955,422.17201721839166,513244,2.1586268055769215,Finance,21.675921428133847
2023-05-05,AAPL,447.3871903591651,386.72534933120676,223.49157793909728,478.7024978768963,183123,2.7780012216293315,Energy,27.789422181576313
2023-05-06,AMZN,294.97247929980546,106.30339675973286,376.48542657391255,260.08491033986877,732543,2.138609968824404,Retail,13.640504222519738
2023-05-07,TSLA,457.82089075763656,355.9336816712355,417.6278892697262,413.3191931824191,266405,2.263444836653168,Tech,20.5376827784521
2023-05-08,AMZN,419.9421023789261,248.97466922874975,166.73751726385805,206.37138025284753,103174,2.0374956942294187,Energy,5.9699863682221865
2023-05-09,TSLA,270.0854017876934,426.64991916721914,241.52169822231727,496.13292151745935,217769,1.1023310128909518,Tech,9.669313205778234
2023-05-10,TSLA,108.98772332804695,142.6612091283685,451.26637771591425,110.30783950574046,397542,1.4657171137521885,Finance,25.781145127248564
2023-05-11,GOOGL,207.47094375397842,343.2219181140981,413.643940279422,341.4115226004484,529145,1.9840034588641655,Energy,24.169208908458394
2023-05-12,TSLA,316.65368586434676,299.79402040388015,484.0190690911779,363.80239266053087,235393,1.6204705674894095,Tech,13.766067286428672
2023-05-13,AMZN,353.39128793045893,365.1418379916171,392.9280625744219,375.21822282965155,485693,1.3635271955223884,Retail,14.420265694355312
2023-05-14,TSLA,203.15507417328092,131.26570576560218,250.3121044060293,148.1550315156356,851331,2.0082656838368766,Finance,18.338860838839487
2023-05-15,GOOGL,155.74242962912965,339.89343390839315,328.30194442788195,475.41191338925216,866868,1.6456195868957006,Finance,5.006025117128364
2023-05-16,GOOGL,433.9720947197196,332.40125812360714,356.1006304276915,172.47331162003312,286493,1.5162152863468294,Finance,11.031108400950696
2023-05-17,AMZN,493.76087228142086,332.06733823854927,125.99004744526397,349.10136129593644,696923,1.9279708348807616,Retail,10.205795215205361
2023-05-18,MSFT,310.27607292107433,349.4125049715642,310.0762988460267,189.07043164923397,910192,1.2665685161643463,Retail,11.262073668744087
2023-05-19,MSFT,168.6717143393214,378.9695145766767,375.1817272466808,222.88656680850835,765673,2.8554914661508146,Energy,25.147646063336033
2023-05-20,TSLA,208.9229306077476,431.0205448707118,161.09191508041886,318.58341669124974,867166,2.735404195838478,Retail,11.99184641366108
2023-05-21,AAPL,107.3562706189867,214.2773916519268,403.34952838309505,266.8773674258306,317070,2.4152411714810706,Energy,9.788033051253704
2023-05-22,TSLA,465.7195226241996,439.14501112292515,325.5902483030741,164.0902403906025,499017,1.2124276551769124,Finance,17.60658651982579
2023-05-23,AMZN,147.10043315605645,306.7935513166987,471.12760535054986,168.37456096833932,900562,2.551754508939386,Energy,26.641125909318298
2023-05-24,AMZN,330.6065902057014,136.20860304940413,111.75680779172222,267.2579152651199,509291,2.615914656218038,Tech,11.033742595937497
2023-05-25,AMZN,209.6220882748824,128.71312634381158,199.80382433440946,402.9131913102003,595671,2.535529235428675,Finance,6.963406069819968
2023-05-26,AMZN,321.67120100631735,240.36651907190463,332.61378232343054,459.1858587391154,469359,1.2279317742384823,Finance,13.910118396241618
2023-05-27,AMZN,360.5681553407457,422.88327573014436,212.1411653213426,133.65106490375314,250056,2.287815914135529,Energy,23.691295614124446
2023-05-28,GOOGL,431.89672148288065,391.61077857007086,377.19754480814066,257.2415630237604,974527,2.668649591498797,Finance,18.767263617369863
2023-05-29,MSFT,182.56850870424128,424.3890606923246,394.8070865961627,140.09822548915065,947374,2.1547068024393354,Retail,25.419834239358686
2023-05-30,AMZN,104.3983314633922,314.49396785885176,135.4938058062574,106.63699225303915,243933,2.292814750456178,Tech,28.98980369023085
2023-05-31,AAPL,154.7542520275229,283.2805941719737,297.97251336167324,364.6874730575826,198970,1.9167269588526124,Energy,24.816561918790427
2023-06-01,AAPL,460.00745673924206,164.71827331604499,296.0117694584671,340.9797767866351,182203,2.0574146397681052,Energy,20.095076971093835
2023-06-02,AAPL,449.5560310250061,237.91806521177116,240.86590423513871,165.2076455259545,292319,1.0687537167034504,Finance,17.333539701309512
2023-06-03,AAPL,338.9652408681233,280.7778433004195,463.5053207150205,193.52513323722565,300173,2.277926043946569,Retail,6.001727158706666
2023-06-04,GOOGL,340.20674417346135,140.88317402024498,421.86499634992236,109.48310145780735,601946,1.1628944257823184,Finance,29.60804947035103
2023-06-05,AAPL,366.01466981850217,194.34784084804056,370.39770585430654,433.9788822777615,776337,1.8700291886804468,Finance,14.587028064376064
2023-06-06,AMZN,170.14851144937984,347.28124409581426,377.15902111532404,489.8762384194206,543833,1.5853101953348157,Energy,8.80570534792167
2023-06-07,TSLA,465.7647783699839,402.9435612668719,277.37787680618203,154.18381471787632,317726,2.090855900423426,Finance,21.66772138491142
2023-06-08,AAPL,267.5082099568292,509.3307421141446,458.7928358331475,192.59008550611924,974609,1.2668326710464142,Tech,12.107207227386484
2023-06-09,GOOGL,253.255411299799,482.9108991941409,369.3651937650477,447.3638095787736,697190,2.3832868039466364,Finance,19.64445677327619
2023-06-10,GOOGL,307.56708211313503,365.23890581175255,382.9475193540475,470.58551918247394,192172,2.5900230738569405,Finance,19.66919769611478
2023-06-11,AAPL,118.78638671002201,275.60546158409915,435.36790699600135,267.85095312272415,770990,1.326708899486313,Energy,16.14324552257173
2023-06-12,TSLA,166.51334750243177,362.6518327068342,203.25827779016544,120.24898890762965,644344,1.2086261747037643,Finance,25.902965388626065
2023-06-13,AAPL,395.2134465705482,423.18890532249395,413.7930070273477,115.75673347712777,238454,1.2910309655747183,Retail,11.624176538886076
2023-06-14,GOOGL,133.1194671700506,152.92615732397186,172.12003816781436,329.57994642760417,155739,2.7542551237970034,Energy,16.215814790443353
2023-06-15,MSFT,341.26084378655526,271.0114803269968,231.4100711367307,257.15804355727164,968117,2.0563785235127123,Finance,18.442303214774288
2023-06-16,AMZN,198.13964387252838,445.119925682425,227.56612943658786,111.4609710310618,148639,1.9345219920150052,Tech,21.59061801918249
2023-06-17,GOOGL,255.71824561679063,260.4523455328828,481.5175600137105,333.3009569250227,553054,1.2134236382047086,Tech,24.599296262639736
2023-06-18,AAPL,215.47749470827995,336.60826984701055,433.3322033804311,104.52101463560899,539257,2.2991120135139234,Energy,14.870182071956402
2023-06-19,AMZN,242.26908658597966,343.04659114919025,371.9620953281526,414.94878325970916,887424,2.73599918379018,Energy,21.1511736024149
2023-06-20,AAPL,387.6183620736982,179.71288251912392,382.1874208380791,222.5731290813486,696682,2.656371738646906,Finance,8.765273826712978
2023-06-21,AAPL,218.84868624927,251.7053538691768,317.0187537890156,116.10320120369283,429801,2.2521094179616026,Retail,28.316202513561965
2023-06-22,MSFT,326.5618561187589,240.47707194048252,469.10081350786504,335.34088839326137,913592,1.1505574333033473,Finance,14.576470160525089
2023-06-23,AMZN,290.42016087963987,115.60966695548625,291.0222073885328,259.0737657732219,931588,1.224794054352026,Tech,23.23803554941096
2023-06-24,AMZN,365.46846614505927,114.79766437599888,245.30449539860834,489.5201653428598,282447,1.0986179742196494,Retail,5.508527047054441
2023-06-25,MSFT,474.7318957299032,441.8373026886882,159.39895808797843,317.6794650014809,448586,1.5149584329849386,Retail,10.129678572620175
2023-06-26,GOOGL,393.02883888410014,215.59367803898903,405.5512326431179,210.09567241480332,774932,1.2713229343207555,Retail,17.177063608089448
2023-06-27,AAPL,185.9761514363027,314.82190032672025,385.10535316985863,383.7755458535899,480069,1.5200960805048678,Finance,26.956311693308663
2023-06-28,TSLA,112.47325402451386,225.98385730345308,246.82024021703327,208.59680101708454,104136,1.7701161114379234,Tech,18.181378748766928
2023-06-29,AAPL,204.90561771993004,485.9750942717129,104.9513985138956,461.69731656302605,161868,2.8859655681422716,Energy,28.246762057346977
2023-06-30,AAPL,338.03117228010194,210.01518734063836,426.40394444861425,249.88878820295056,444407,2.220752119563384,Finance,17.094922414569908
2023-07-01,GOOGL,120.57032539370013,279.0110091592687,99.51010346435909,319.9474251104821,918599,2.669947571365925,Energy,17.261227418398747
2023-07-02,AAPL,298.54649888049454,458.4557514462637,372.96141295347513,120.22924152969154,210957,2.4207030014246644,Retail,7.993669712513297
2023-07-03,MSFT,338.7371395667557,445.9830945506825,478.25155834179253,270.44849518089234,639767,1.2250062610532635,Retail,25.066406103805495
2023-07-04,MSFT,233.69755632678434,180.37107422774233,267.8762246185404,432.945415864398,219392,2.4718408127478977,Finance,11.174135311676562
2023-07-05,AMZN,408.36488149832877,430.07054046726273,187.81449497340134,422.25952214533675,786736,1.5501977631182489,Tech,27.490312234307876
2023-07-06,TSLA,142.63930125350873,290.56568912884654,373.4240489671358,189.7274235414105,760183,2.278215693989413,Retail,27.7706055082599
2023-07-07,AAPL,130.0551126943235,300.6023931945689,417.7656160961561,190.43162840422508,880516,1.681923947285977,Energy,28.582752796853743
2023-07-08,AAPL,391.2755024814413,159.05938882845723,310.8399748507497,426.9221248852947,301528,2.995344526529318,Energy,18.00576222757725
2023-07-09,GOOGL,298.1965264824794,137.64361307163549,476.97893372617773,472.1593680677302,906017,1.5271029589935556,Finance,21.927344619591107
2023-07-10,MSFT,375.36095857109444,399.8154193243749,115.40914505489464,138.14436850920143,334847,1.5582609415485393,Energy,24.462897001541588
2023-07-11,TSLA,273.9309354414985,306.0667667038964,294.3942613302886,280.0234557704901,913051,2.8613445111247966,Tech,8.27536546626164
2023-07-12,AMZN,198.56081329564273,281.92453455914773,378.7893091924073,234.98171158569158,961501,1.0492888092726453,Retail,20.02392987493743
2023-07-13,MSFT,427.6409270696799,400.4508326042207,435.7429861039257,448.27538218297576,402039,2.393377975746394,Energy,5.857447532582792
2023-07-14,AMZN,419.7663515875917,415.0327240913995,165.80596670357707,133.4099658720075,365864,2.4506527814717565,Energy,17.439152084718145
2023-07-15,GOOGL,377.8785883417707,169.3578079060882,411.00137529665415,184.45037702321497,381411,2.6727571548207987,Retail,8.871067040505686
2023-07-16,GOOGL,208.8580548919851,352.1411855384447,313.3192949088254,400.9873350345977,246768,2.9488786212769504,Finance,9.573073149052117
2023-07-17,AAPL,336.0922667476348,159.81840332246264,251.63870438603547,120.51753959248623,785328,2.9512038383133046,Energy,14.126189167315038
2023-07-18,TSLA,244.38955877601072,409.3069098417635,147.02743628874197,297.0141522857157,415508,1.1305535151329278,Finance,15.810929167912576
2023-07-19,AMZN,136.63282933065366,371.0668382881915,436.7918247690204,276.842813871888,516561,2.643678645505805,Finance,20.57931061330468
2023-07-20,MSFT,466.9254301848971,492.42892153880047,157.12291723098755,233.76047159549947,151567,2.2926198673147624,Energy,6.860710460962892
2023-07-21,GOOGL,154.72745236758456,132.92799662435058,217.3662043875942,257.8289261275695,191229,2.2946842687461824,Tech,17.592294030936117
2023-07-22,AAPL,480.094941528321,128.107162066258,209.56798512516258,311.97623477209316,512601,1.2566998532293896,Finance,9.565628256327528
2023-07-23,AAPL,278.4023091831823,219.28576525074607,439.20854350538747,164.54694335535325,576874,2.3003743328913067,Energy,19.349379375793546
2023-07-24,AMZN,174.05317153544786,210.99080191304193,360.7176827125147,328.79835131343714,299316,2.9649651612024956,Finance,20.93511530652959
2023-07-25,GOOGL,316.7603789513432,205.02641362415994,409.6891518905921,422.17293171999455,820785,2.823637139078894,Retail,18.917731413821347
2023-07-26,TSLA,449.1783343505633,472.03310511101984,193.9348200230371,404.06437191606364,964950,1.878261321609701,Tech,23.45738776195769
